"","X","Rank","Player","Age","Tm","First","Pts.Won","Pts.Max","Share","G","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","season","player_id","poss","mp","raptor_offense","raptor_defense","raptor_total","war_total","war_reg_season","war_playoffs","predator_offense","predator_defense","predator_total","pace_impact"
"231",234,"5","Anthony Davis",21,"NOP",0,203,1300,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274,2015,"davisan02",5116,2627,3.840856691,4.708205134,8.549061825,15.16301555,14.52595491,0.637060637,4.356446626,4.731154488,9.087601114,-0.059946736
"232",235,"6","Chris Paul",29,"LAC",0,124,1300,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2015,"paulch01",6633,3302,8.557501318,2.111893393,10.66939471,22.6091422,19.41801466,3.191127548,8.772725388,2.137895807,10.91062119,-0.393642907
"233",236,"7","LaMarcus Aldridge",29,"POR",0,6,1300,0.005,71,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165,2015,"aldrila01",5385,2720,2.278443308,1.637708536,3.916151844,9.152786751,8.937972946,0.214813805,2.261604978,1.658809376,3.920414354,-0.937202974
"234",237,"8T","Marc Gasol",30,"MEM",0,3,1300,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2015,"gasolma01",6027,3103,1.357467162,2.951834991,4.309302153,11.18160504,9.26124156,1.920363479,1.190276733,2.794489722,3.984766455,-0.421258497
"235",238,"8T","Blake Griffin",25,"LAC",0,3,1300,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183,2015,"griffbl01",5863,2913,3.288511092,-0.267539158,3.020971934,8.663354119,5.710721338,2.952632782,3.448330688,0.24572859,3.694059277,0.405686116
"236",239,"10T","Tim Duncan",38,"SAS",0,1,1300,0.001,77,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207,2015,"duncati01",4895,2477,0.356223139,3.399775037,3.755998176,8.215443114,6.849059755,1.366383359,0.195692026,4.114111801,4.309803827,-0.526212504
"237",240,"10T","Kawhi Leonard",23,"SAS",0,1,1300,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015,"leonaka01",4539,2283,3.444919181,4.774206859,8.21912604,12.85468151,12.1137221,0.740959409,2.920704931,5.684152256,8.604857186,0.440937212
"238",241,"10T","Klay Thompson",24,"GSW",0,1,1300,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2015,"thompkl01",6643,3216,4.020361765,0.512033989,4.532395754,12.05876216,10.25668225,1.802079912,4.330160793,0.614944941,4.945105734,0.773957109
"239",242,"1","Stephen Curry",27,"GSW",131,1310,1310,1,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2016,"curryst01",7053,3314,10.37941079,2.108447237,12.48785802,26.66687277,23.659318,3.007554769,10.63510267,2.712822358,13.34792503,3.306111347
"240",243,"2","Kawhi Leonard",24,"SAS",0,634,1310,0.484,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,2016,"leonaka01",5365,2719,5.128249918,4.72471971,9.852969628,17.48094634,15.5292184,1.951727945,4.457200233,5.625612492,10.08281272,-0.31116351
"241",244,"3","LeBron James",31,"CLE",0,631,1310,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2016,"jamesle01",6903,3531,5.950621766,2.20491096,8.155532726,19.87012916,14.18284805,5.687281113,6.752874122,1.562957414,8.315831536,0.17926838
"242",245,"4","Russell Westbrook",27,"OKC",0,486,1310,0.371,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,2016,"westbru01",7029,3424,6.633779622,-0.039164003,6.594615619,16.76282181,13.08630521,3.676516597,7.496763214,0.64722324,8.143986454,1.908340473
"243",246,"5","Kevin Durant",27,"OKC",0,147,1310,0.112,72,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27,2016,"duranke01",6806,3304,5.486769318,-0.038940584,5.447828734,14.0972277,11.99072663,2.106501071,6.468028833,-0.53285325,5.935175584,1.66821334
"244",247,"6","Chris Paul",30,"LAC",0,107,1310,0.082,74,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2016,"paulch01",5181,2545,7.703586245,1.597344496,9.300930741,15.67830579,14.55487191,1.123433879,6.699794602,2.694291932,9.394086534,-0.042852933
"245",248,"7","Draymond Green",25,"GSW",0,50,1310,0.038,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2016,"greendr01",7778,3687,3.934409872,5.42306048,9.357470351,23.47049432,17.81742403,5.653070287,4.266894103,5.817697455,10.08459156,2.247663618
"246",249,"8","Damian Lillard",25,"POR",0,26,1310,0.02,75,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2016,"lillada01",6398,3113,4.874919997,-2.15398492,2.720935077,8.839456747,7.869893978,0.969562769,5.426271646,-1.769536533,3.656735113,1.347375064
"247",250,"9","James Harden",26,"HOU",0,9,1310,0.007,82,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2016,"hardeja01",6830,3318,5.558317072,-0.702623217,4.855693855,13.07827062,12.60331022,0.474960397,6.106995627,-0.246403593,5.860592034,1.437309782
"248",251,"10","Kyle Lowry",29,"TOR",0,6,1310,0.005,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2016,"lowryky01",7003,3617,5.328884573,0.430835965,5.759720538,15.81697712,12.44125634,3.375720781,5.828236164,1.279716369,7.107952533,0.078721998
"249",252,"1","Russell Westbrook",28,"OKC",69,888,1010,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,2017,"westbru01",6264,2996,7.791657242,-0.94793859,6.843718652,15.30663628,13.8163326,1.490303683,7.872540873,-0.81970764,7.052833233,3.996917061
"250",253,"2","James Harden",27,"HOU",22,753,1010,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245,2017,"hardeja01",7045,3354,7.364581285,-0.250961985,7.1136193,17.34394892,15.19910181,2.144847116,8.326291683,-0.432955713,7.893335969,2.325775384
"251",254,"3","Kawhi Leonard",25,"SAS",9,500,1010,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2017,"leonaka01",5697,2903,7.299944462,1.992527567,9.292472029,17.94142241,13.91095985,4.030462562,7.134683934,2.588202046,9.722885979,-0.328174785
"252",255,"4","LeBron James",32,"CLE",1,333,1010,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,2017,"jamesle01",7141,3538,6.900985062,0.909672538,7.8106576,19.20976936,13.4209829,5.788786461,7.572999164,0.620449289,8.193448453,-0.014072873
"253",256,"5","Isaiah Thomas",27,"BOS",0,81,1010,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,2017,"thomais02",6299,3090,7.505316284,-3.309829879,4.195486405,11.05819682,9.831910381,1.22628644,7.490776419,-3.103064674,4.387711745,0.822528016
"254",257,"6","Stephen Curry",28,"GSW",0,52,1010,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,2017,"curryst01",6963,3239,9.3086844,-0.095877228,9.212807172,20.65330419,15.61961184,5.033692354,9.791555296,0.593993192,10.38554849,3.58154952
"255",258,"7T","Giannis Antetokounmpo",22,"MIL",0,7,1010,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2017,"antetgi01",6099,3088,2.777291823,2.459825128,5.237116952,12.5596554,11.32471852,1.234936887,2.425837849,2.761251381,5.18708923,-0.555307846
"256",259,"7T","John Wall",26,"WAS",0,7,1010,0.007,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,2017,"walljo01",6914,3343,4.591815723,-1.496651871,3.095163851,10.12952212,9.299071052,0.830451065,4.584201304,-1.352798224,3.23140308,1.402111043
"257",260,"9T","Anthony Davis",23,"NOP",0,2,1010,0.002,75,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195,2017,"davisan02",5582,2708,0.581632221,4.449178164,5.030810385,10.80842731,10.80842731,0,0.996587349,3.822936391,4.819523739,0.531888178
"258",261,"9T","Kevin Durant",28,"GSW",0,2,1010,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278,2017,"duranke01",5560,2603,5.932598547,1.140458288,7.073056834,13.28639377,10.2604669,3.025926871,6.509853533,0.999282444,7.509135978,1.08670657
"259",262,"11","DeMar DeRozan",27,"TOR",0,1,1010,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,2017,"derozde01",5986,2993,2.101773017,-1.921425406,0.180347612,4.455533563,4.275640209,0.179893354,1.501122895,-2.066467036,-0.565344142,-0.29556092
"260",263,"1","James Harden",28,"HOU",86,965,1010,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,2018,"hardeja01",6466,3172,8.750964733,1.316804158,10.06776889,20.926163,17.04801522,3.878147774,9.434385409,1.615118522,11.04950393,0.33152835
"261",264,"2","LeBron James",33,"CLE",15,738,1010,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221,2018,"jamesle01",8026,3948,7.460088031,-1.69261119,5.767476841,17.41171994,12.40925444,5.002465496,7.352104443,-1.993953373,5.35815107,0.334744526
"262",265,"3","Anthony Davis",24,"NOP",0,445,1010,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,2018,"davisan02",6612,3085,1.259732435,4.00413267,5.263865105,12.81229307,11.42556453,1.386728543,2.816365178,3.89101738,6.707382558,1.217603945
"263",266,"4","Damian Lillard",27,"POR",0,207,1010,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,2018,"lillada01",5822,2832,6.154617221,-0.127381373,6.027235848,12.80760241,13.2590347,-0.451432285,5.593193973,0.252009193,5.845203166,0.882390274
"264",267,"5","Russell Westbrook",29,"OKC",0,76,1010,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2018,"westbru01",6533,3149,4.340246175,0.089066673,4.429312848,11.84140355,12.03068184,-0.189278287,5.306684705,0.349725804,5.65641051,2.941962282
"265",268,"6","Giannis Antetokounmpo",23,"MIL",0,75,1010,0.074,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,2018,"antetgi01",6150,3036,3.30536437,2.243495851,5.548860221,12.90944367,11.79136734,1.118076325,3.715594159,2.142812885,5.858407045,0.200071296
"266",269,"7","Kevin Durant",29,"GSW",0,66,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2018,"duranke01",6604,3132,5.897184335,-0.737240414,5.159943921,12.96123894,8.363156274,4.598082668,6.37826714,-0.972172861,5.406094278,1.158072934
"267",270,"8","DeMar DeRozan",28,"TOR",0,32,1010,0.032,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2018,"derozde01",6336,3065,3.436636552,-2.129783552,1.306852999,6.305071965,7.007218212,-0.702146247,3.252800173,-1.918066963,1.33473321,0.509792875
"268",271,"9","LaMarcus Aldridge",32,"SAS",0,6,1010,0.006,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209,2018,"aldrila01",5298,2686,2.59819016,1.373438861,3.971629021,9.076819119,8.582586812,0.494232307,2.411605111,1.564133205,3.975738315,-1.593152487
"269",272,"10T","Jimmy Butler",28,"MIN",0,5,1010,0.005,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,2018,"butleji01",4651,2334,5.663651331,2.404066519,8.06771785,12.73994626,11.50387641,1.236069851,4.900383885,2.620150267,7.520534152,-1.414453831
"270",273,"10T","Stephen Curry",29,"GSW",0,5,1010,0.005,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,2018,"curryst01",4708,2186,8.057850212,-0.5001069,7.557743312,11.84730741,8.773362408,3.073945003,8.209617666,0.385208736,8.594826402,2.223310275
"271",274,"12","Joel Embiid",23,"PHI",0,4,1010,0.004,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2018,"embiijo01",4602,2190,0.384851513,3.941477194,4.326328707,8.01277715,6.599080943,1.413696207,1.644562893,2.915353092,4.559915985,0.708299466
"272",275,"13","Victor Oladipo",25,"IND",0,2,1010,0.002,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,2018,"oladivi01",5715,2813,3.446562194,4.081618822,7.528181016,15.0540816,12.68972583,2.364355765,3.460814433,4.627401147,8.08821558,1.261716904
"273",276,"1","Giannis Antetokounmpo",24,"MIL",78,941,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2019,"antetgi01",6265,2872,3.881445468,2.925072159,6.806517627,14.26986143,11.5725334,2.697328023,4.297652052,2.786037377,7.083689429,1.319042463
"274",277,"2","James Harden",29,"HOU",23,776,1010,0.768,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254,2019,"hardeja01",6728,3291,9.566047267,1.149233882,10.71528115,22.79136841,20.05794608,2.733422335,10.89313062,1.676178866,12.56930948,0.463844857
"275",278,"3","Paul George",28,"OKC",0,356,1010,0.352,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2019,"georgpa01",6608,3045,5.333638945,4.206322803,9.539961748,19.41877202,17.38179887,2.036973153,5.070217389,4.890132742,9.96035013,1.265502347
"276",280,"5","Stephen Curry",30,"GSW",0,175,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2019,"curryst01",6820,3177,7.509478023,0.277037952,7.786515975,17.5661287,13.2637935,4.3023352,8.072135272,0.634772731,8.706908003,2.223996726
"277",281,"6","Damian Lillard",28,"POR",0,69,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2019,"lillada01",7316,3488,6.364833398,-0.762903153,5.601930245,15.00745276,13.34053237,1.666920386,6.579879462,-0.460805465,6.119073997,0.930902213
"278",282,"7","Joel Embiid",24,"PHI",0,49,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,2019,"embiijo01",5350,2488,2.686678599,4.84082089,7.527499489,13.30610109,9.917043174,3.389057914,3.351387023,3.80082494,7.152211963,0.625009715
"279",283,"8","Kevin Durant",30,"GSW",0,25,1010,0.025,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2019,"duranke01",6739,3144,5.22035192,-0.156450057,5.063901863,12.76032716,10.51977868,2.240548477,5.620111908,-0.650278813,4.969833095,1.176270116
"280",284,"9","Kawhi Leonard",27,"TOR",0,13,1010,0.013,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,2019,"leonaka01",6150,2979,5.729369444,0.899991488,6.629360932,14.47116267,8.479706749,5.991455926,6.133344118,1.565571717,7.698915835,-0.107517527
"281",285,"10","Russell Westbrook",30,"OKC",0,8,1010,0.008,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,2019,"westbru01",6169,2827,2.541995497,-1.110208199,1.431787298,6.142006009,7.063564579,-0.921558571,2.899443149,-0.202907048,2.696536101,2.660690074
"282",287,"11T","LeBron James",34,"LAL",0,1,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,2019,"jamesle01",4202,1937,5.413270187,0.164745304,5.57801549,8.297431002,8.297431002,0,4.408912545,-0.104033404,4.304879141,0.832226242
"283",288,"1","Giannis Antetokounmpo",25,"MIL",85,962,1010,0.952,63,30.4,29.5,13.6,5.6,1,1,0.553,0.304,0.633,11.1,0.279,2020,"antetgi01",4894,2194,5.338598837,3.439668088,8.778266924,13.14961267,12.03128488,1.118327799,4.845266553,2.676432671,7.521699225,1.799512278
"284",289,"2","LeBron James",35,"LAL",16,753,1010,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,2020,"jamesle01",6458,3078,6.494467752,1.33266562,7.827133372,16.82248433,11.59111276,5.231371565,5.576724213,1.358693769,6.935417982,0.128867446
"285",290,"3","James Harden",30,"HOU",0,367,1010,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,2020,"hardeja01",6253,2931,8.488455546,1.978387042,10.46684259,19.84238439,16.70559284,3.136791549,8.042809092,2.728677239,10.77148633,-0.094581557
"286",292,"5","Kawhi Leonard",28,"LAC",0,168,1010,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,2020,"leonaka01",4919,2359,6.385148193,3.253237681,9.638385873,14.91051131,11.73034839,3.180162919,5.464795972,4.076926782,9.541722753,-0.640120908
"287",293,"6","Anthony Davis",26,"LAL",0,82,1010,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,2020,"davisan02",6113,2900,3.083301264,4.34730326,7.430604524,15.49317006,9.303934083,6.189235978,2.7846476,4.661157821,7.445805421,1.125995351
"288",294,"7","Chris Paul",34,"OKC",0,26,1010,0.026,70,31.5,17.6,5,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,2020,"paulch01",5175,2469,5.571588975,-2.00066131,3.570927665,7.946262391,8.123435793,-0.177173402,4.373985754,-0.875797887,3.498187867,-0.249149202
"289",295,"8","Damian Lillard",29,"POR",0,23,1010,0.023,66,37.5,30,4.3,8,1.1,0.3,0.463,0.401,0.888,11.6,0.225,2020,"lillada01",5567,2617,8.139388956,-1.78421116,6.355177796,12.3019275,11.9260111,0.375916408,8.449774712,-1.677231858,6.772542854,1.107812556
"290",297,"10","Pascal Siakam",25,"TOR",0,17,1010,0.017,60,35.2,22.9,7.3,3.5,1,0.9,0.453,0.359,0.792,5.4,0.123,2020,"siakapa01",5333,2528,-0.24909741,0.996857152,0.747759742,4.495235724,4.395211852,0.100023872,0.620030359,1.034749563,1.654779923,-0.049793252
"291",298,"11","Jimmy Butler",30,"MIA",0,9,1010,0.009,58,33.8,19.9,6.7,6,1.8,0.6,0.455,0.244,0.834,9,0.221,2020,"butleji01",5631,2765,4.086515305,1.512953691,5.599468996,11.8023759,8.796233576,3.006142327,4.850112608,1.489640125,6.339752734,-0.493136534
"292",299,"12","Jayson Tatum",21,"BOS",0,1,1010,0.001,66,34.3,23.4,7,3,1.4,0.9,0.45,0.403,0.812,6.9,0.146,2020,"tatumja01",6145,2955,3.404007194,2.104405389,5.508412583,12.54958339,9.158698975,3.390884416,4.096688401,1.938681284,6.035369685,-0.156785846
"293",301,"2","Joel Embiid",26,"PHI",1,586,1010,0.58,51,31.1,28.5,10.6,2.8,1,1.4,0.513,0.377,0.859,8.8,0.266,2021,"embiijo01",4084,1942,3.77289776663758,4.58604769728844,8.35894546392602,11.1872094206485,8.85833881504746,2.32887060560109,3.2601381698763,4.33675967328985,7.59689784316615,0.999580854647675
"294",302,"3","Stephen Curry",32,"GSW",5,453,1010,0.449,63,34.2,32,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9,0.201,2021,"curryst01",4715,2152,8.7387010240524,-1.93904989884528,6.79965112520712,10.7605746394512,10.7605746394512,0,8.08715188772832,-1.65642215134479,6.43072973638353,2.653506878324
"295",303,"4","Giannis Antetokounmpo",26,"MIL",1,348,1010,0.345,61,33,28.1,11,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,2021,"antetgi01",6002,2813,4.24637430332853,2.34187392072381,6.58824822405234,13.6667962151266,9.71868942592508,3.94810678920153,4.1398312659395,2.41525696856883,6.55508823450834,1.09606099525632
"296",304,"5","Chris Paul",35,"PHO",2,139,1010,0.138,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,2021,"paulch01",5905,2882,4.48202463788765,-1.33818250743958,3.14384213044807,8.69194001236151,6.60754247884867,2.08439753351284,4.0704921558141,-0.790011972679185,3.28048018313491,-0.426290196863784
"297",306,"7","Damian Lillard",30,"POR",0,38,1010,0.038,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,2021,"lillada01",5514,2646,8.29766995853728,-2.21405666391964,6.08361329461764,12.3067355308539,9.04474562643664,3.26198990441723,8.42917109035939,-2.57311836265549,5.85605272770389,1.47937512581527
"298",307,"8","Julius Randle",26,"NYK",0,20,1010,0.02,71,37.6,24.1,10.2,6,0.9,0.3,0.456,0.411,0.811,7.8,0.14,2021,"randlju01",5758,2847,0.43805243029402,2.08801395869399,2.52606638898801,7.65013758596442,8.01666646671191,-0.366528880747491,0.12289062254762,2.15274642025401,2.27563704280163,0.160544931989928
"299",308,"9","Derrick Rose",32,"TOT",1,10,1010,0.01,50,25.6,14.7,2.6,4.2,1,0.4,0.47,0.388,0.866,3.1,0.118,2021,"rosede01",2971,1454,1.80568209141403,1.47857533110316,3.28425742251718,4.45692120844673,4.41573196884328,0.0411892396034439,0.702855254857156,0.725136591089395,1.42799184594655,-0.843084067605054
"300",309,"10","Rudy Gobert",28,"UTA",0,8,1010,0.008,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0,0.623,11.3,0.248,2021,"goberru01",5381,2563,-0.120712164718414,7.90743912259994,7.78672695788152,13.8377454568371,12.3635312420557,1.47421421478139,0.172996917991053,7.45924616999321,7.63224308798426,0.26809264365753
"301",310,"11","Russell Westbrook",32,"WAS",0,5,1010,0.005,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,3.7,0.075,2021,"westbru01",5695,2555,0.250929406226752,-2.23678223709906,-1.98585283087231,1.00540030671965,1.36122711182667,-0.355826805107012,0.974923515502488,-1.69976045900725,-0.724836943504763,2.48212240156727
"302",311,"12","Ben Simmons",24,"PHI",0,3,1010,0.003,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6,0.153,2021,"simmobe01",4828,2279,0.694046220725133,1.84349298884918,2.53753920957431,6.24336561402421,4.74827625362501,1.49508936039921,0.316666460845123,2.29851325624263,2.61517971708775,0.871617138288162
"303",312,"13T","James Harden",31,"TOT",0,1,1010,0.001,44,36.6,24.6,7.9,10.8,1.2,0.8,0.466,0.362,0.861,7,0.208,2021,"hardeja01",3977,1931,7.18704672861424,-1.55280498376511,5.63424174484913,8.32633883619426,6.23268505231111,2.09365378388315,6.72867000171436,-1.45708278479894,5.27158721691542,-0.285652189839793
"304",313,"13T","LeBron James",36,"LAL",0,1,1010,0.001,45,33.4,25,7.7,7.8,1.1,0.6,0.513,0.365,0.698,5.6,0.179,2021,"jamesle01",3586,1728,5.87870769875962,0.638155440880721,6.51686313964034,8.28516819964366,6.42391162507098,1.86125657457268,5.0382679207615,0.602557841807885,5.64082576256938,0.192680682671013
"305",314,"13T","Kawhi Leonard",29,"LAC",0,1,1010,0.001,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,2021,"leonaka01",4453,2205,6.33426903688395,1.47773154234732,7.81200057923126,11.8839318238362,9.59676743374941,2.28716439008679,6.06332126795823,2.01318108258297,8.0765023505412,-0.541231649287438
